forecast_date,target,target_end_date,location,type,quantile,value
2021-07-18,4 wk ahead inc death,2021-08-14,05,quantile,0.800,189.93528600000002
2021-07-18,4 wk ahead cum death,2021-08-14,05,quantile,0.800,6557.4666
2021-07-18,4 wk ahead inc death,2021-08-14,05,quantile,0.850,213.15439000000003
2021-07-18,4 wk ahead cum death,2021-08-14,05,quantile,0.850,6592.835
2021-07-18,4 wk ahead inc death,2021-08-14,05,quantile,0.900,224.998613
2021-07-18,4 wk ahead inc case,2021-08-14,05,quantile,0.900,18921.4823
2021-07-18,4 wk ahead cum death,2021-08-14,05,quantile,0.900,6672.3094
2021-07-18,4 wk ahead inc death,2021-08-14,05,quantile,0.950,284.50065800000004
2021-07-18,4 wk ahead cum death,2021-08-14,05,quantile,0.950,6762.817599999999
2021-07-18,4 wk ahead inc death,2021-08-14,05,quantile,0.975,406.588186
2021-07-18,4 wk ahead inc case,2021-08-14,05,quantile,0.975,32161.0795
2021-07-18,4 wk ahead cum death,2021-08-14,05,quantile,0.975,6897.848599999999
2021-07-18,4 wk ahead inc death,2021-08-14,05,quantile,0.990,443.10954000000004
2021-07-18,4 wk ahead cum death,2021-08-14,05,quantile,0.990,6999.7055
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.010,451.975542
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.010,65311.72
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.025,520.711685
2021-07-18,4 wk ahead inc case,2021-08-14,06,quantile,0.025,41673.3592
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.025,65570.574
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.050,586.029005
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.050,65749.334
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.100,717.177411
2021-07-18,4 wk ahead inc case,2021-08-14,06,quantile,0.100,65949.5074
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.100,65864.655
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.150,857.588704
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.150,66032.53199999999
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.200,945.071695
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.200,66240.326
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.250,1050.418134
2021-07-18,4 wk ahead inc case,2021-08-14,06,quantile,0.250,100137.788
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.250,66461.025
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.300,1168.77917
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.300,66593.65
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.350,1252.4061800000002
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.350,66868.16399999999
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.400,1350.47584
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.400,67099.685
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.450,1461.8247999999999
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.450,67344.327
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.500,1628.85693
2021-07-18,4 wk ahead inc case,2021-08-14,06,quantile,0.500,151163.30299999999
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.500,67605.29
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.550,1843.8934
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.550,67876.29000000001
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.600,1955.19483
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.600,68140.25
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.650,2107.5444199999997
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.650,68397.11
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.700,2280.39063
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.700,68761.5
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.750,2465.29208
2021-07-18,4 wk ahead inc case,2021-08-14,06,quantile,0.750,252954.848
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.750,68856.36799999999
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.800,2709.4586099999997
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.800,69484.713
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.850,2996.4157999999998
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.850,70055.337
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.900,3456.70047
2021-07-18,4 wk ahead inc case,2021-08-14,06,quantile,0.900,342777.2
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.900,70661.79000000001
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.950,3996.0675899999997
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.950,72441.79
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.975,5571.11565
2021-07-18,4 wk ahead inc case,2021-08-14,06,quantile,0.975,556544.825
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.975,74171.96
2021-07-18,4 wk ahead inc death,2021-08-14,06,quantile,0.990,6838.675899999999
2021-07-18,4 wk ahead cum death,2021-08-14,06,quantile,0.990,76010.70000000001
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.010,4.994956
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.010,6934.1496
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.025,5.19767008
2021-07-18,4 wk ahead inc case,2021-08-14,08,quantile,0.025,224.28395899999998
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.025,6935.2273000000005
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.050,5.45861161
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.050,6937.8605
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.100,6.430552329999999
2021-07-18,4 wk ahead inc case,2021-08-14,08,quantile,0.100,304.595491
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.100,6945.1755
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.150,7.2099689399999995
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.150,6948.9439
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.200,7.854367849999999
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.200,6954.169
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.250,8.311627
2021-07-18,4 wk ahead inc case,2021-08-14,08,quantile,0.250,406.98785499999997
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.250,6955.2594
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.300,9.0465895
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.300,6958.9075
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.350,9.544632700000001
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.350,6960.835
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.400,10.011930000000001
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.400,6962.2024
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.450,10.802479199999999
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.450,6964.5879
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.500,11.509414999999999
2021-07-18,4 wk ahead inc case,2021-08-14,08,quantile,0.500,622.6442379999999
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.500,6966.5967
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.550,12.256133499999999
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.550,6968.289
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.600,12.8040265
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.600,6970.174300000001
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.650,13.505864600000002
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.650,6972.3284
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.700,14.6411948
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.700,6974.5088
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.750,15.6281123
2021-07-18,4 wk ahead inc case,2021-08-14,08,quantile,0.750,1106.85097
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.750,6976.313
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.800,16.6747928
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.800,6980.143
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.850,17.7987477
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.850,6984.6286
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.900,20.474302299999998
2021-07-18,4 wk ahead inc case,2021-08-14,08,quantile,0.900,1386.06531
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.900,6992.9577
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.950,26.3004551
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.950,7007.4043
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.975,29.9358328
2021-07-18,4 wk ahead inc case,2021-08-14,08,quantile,0.975,2453.38985
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.975,7023.3872
2021-07-18,4 wk ahead inc death,2021-08-14,08,quantile,0.990,37.708484500000004
2021-07-18,4 wk ahead cum death,2021-08-14,08,quantile,0.990,7027.3357
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.010,0.505973665
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.010,8283.572999999999
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.025,0.53647646
2021-07-18,4 wk ahead inc case,2021-08-14,09,quantile,0.025,185.21262700000003
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.025,8283.853
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.050,0.793016696
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.050,8284.497
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.100,0.9743757700000001
2021-07-18,4 wk ahead inc case,2021-08-14,09,quantile,0.100,295.99271100000004
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.100,8284.829000000002
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.150,1.1219034900000002
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.150,8285.023000000001
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.200,1.28069343
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.200,8285.331
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.250,1.4306952300000002
2021-07-18,4 wk ahead inc case,2021-08-14,09,quantile,0.250,472.17604800000004
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.250,8285.574
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.300,1.5857030300000001
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.300,8285.976999999999
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.350,1.77001662
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.350,8286.303
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.400,1.89569133
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.400,8286.7505
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.450,2.08532688
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.450,8286.933500000001
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.500,2.2372520799999998
2021-07-18,4 wk ahead inc case,2021-08-14,09,quantile,0.500,748.370615
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.500,8287.631000000001
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.550,2.3779818
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.550,8287.913999999999
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.600,2.5258925
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.600,8288.586
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.650,2.73523663
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.650,8288.998
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.700,3.0340026799999995
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.700,8289.888
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.750,3.3745543
2021-07-18,4 wk ahead inc case,2021-08-14,09,quantile,0.750,1228.89541
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.750,8290.264000000001
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.800,3.8649468799999998
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.800,8291.031
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.850,4.61076487
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.850,8292.524
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.900,5.62656702
2021-07-18,4 wk ahead inc case,2021-08-14,09,quantile,0.900,1882.2213300000003
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.900,8294.578
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.950,6.70121953
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.950,8297.106
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.975,7.522004300000001
2021-07-18,4 wk ahead inc case,2021-08-14,09,quantile,0.975,2942.35847
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.975,8300.072
2021-07-18,4 wk ahead inc death,2021-08-14,09,quantile,0.990,8.674853400000002
2021-07-18,4 wk ahead cum death,2021-08-14,09,quantile,0.990,8301.522500000001
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.010,0.22919796099999998
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.010,1699.0663
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.025,0.241701703
2021-07-18,4 wk ahead inc case,2021-08-14,10,quantile,0.025,11.371974799999998
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.025,1699.3155
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.050,0.261859081
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.050,1699.4422
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.100,0.304136557
2021-07-18,4 wk ahead inc case,2021-08-14,10,quantile,0.100,19.6270152
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.100,1699.7815
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.150,0.329508135
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.150,1700.1397
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.200,0.351927824
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.200,1700.3328999999999
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.250,0.380924596
2021-07-18,4 wk ahead inc case,2021-08-14,10,quantile,0.250,27.3583522
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.250,1700.5133
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.300,0.404538867
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.300,1700.5872000000002
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.350,0.441100144
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.350,1700.8255
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.400,0.476925757
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.400,1700.8705
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.450,0.4987154880000001
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.450,1701.1380000000001
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.500,0.521469937
2021-07-18,4 wk ahead inc case,2021-08-14,10,quantile,0.500,43.2191347
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.500,1701.4531
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.550,0.566343654
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.550,1701.5628
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.600,0.596945661
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.600,1701.7383
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.650,0.624959302
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.650,1701.8673000000001
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.700,0.661617196
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.700,1702.0716
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.750,0.7158766489999999
2021-07-18,4 wk ahead inc case,2021-08-14,10,quantile,0.750,73.65459849999999
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.750,1702.198
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.800,0.7707475389999999
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.800,1702.3568
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.850,0.8889273099999999
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.850,1702.6369
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.900,0.98081835
2021-07-18,4 wk ahead inc case,2021-08-14,10,quantile,0.900,114.509419
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.900,1702.9347
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.950,1.1160948099999999
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.950,1703.1342
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.975,1.324043
2021-07-18,4 wk ahead inc case,2021-08-14,10,quantile,0.975,183.872309
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.975,1703.3082000000002
2021-07-18,4 wk ahead inc death,2021-08-14,10,quantile,0.990,1.5969538500000002
2021-07-18,4 wk ahead cum death,2021-08-14,10,quantile,0.990,1704.7592000000002
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.010,1.2629290899999996
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.010,1150.0764
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.025,1.5185882400000001
2021-07-18,4 wk ahead inc case,2021-08-14,11,quantile,0.025,84.67575450000001
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.025,1150.6904
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.050,1.9066507500000005
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.050,1152.0067000000001
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.100,2.2717296300000003
2021-07-18,4 wk ahead inc case,2021-08-14,11,quantile,0.100,219.671954
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.100,1153.4433999999999
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.150,2.6693739900000004
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.150,1154.1013
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.200,2.94432887
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.200,1154.7042
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.250,3.2389308699999995
2021-07-18,4 wk ahead inc case,2021-08-14,11,quantile,0.250,288.514925
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.250,1155.6163000000001
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.300,3.43515348
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.300,1156.4751999999999
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.350,3.6298399199999998
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.350,1156.8642
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.400,3.81641568
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.400,1157.3824
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.450,4.27847204
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.450,1159.4175
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.500,4.79901427
2021-07-18,4 wk ahead inc case,2021-08-14,11,quantile,0.500,501.35662499999995
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.500,1160.1241
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.550,5.387961010000001
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.550,1160.8417
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.600,5.93281748
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.600,1161.6966
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.650,6.551254340000001
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.650,1162.5636
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.700,7.16032483
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.700,1164.3315
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.750,8.0095559
2021-07-18,4 wk ahead inc case,2021-08-14,11,quantile,0.750,933.927545
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.750,1165.6327
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.800,8.7841932
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.800,1166.9049
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.850,9.648298200000001
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.850,1170.5251
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.900,12.8489412
2021-07-18,4 wk ahead inc case,2021-08-14,11,quantile,0.900,1444.0226599999999
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.900,1173.8419
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.950,15.451054599999999
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.950,1178.6073
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.975,18.399396
2021-07-18,4 wk ahead inc case,2021-08-14,11,quantile,0.975,2248.45576
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.975,1184.4971
2021-07-18,4 wk ahead inc death,2021-08-14,11,quantile,0.990,23.9770803
2021-07-18,4 wk ahead cum death,2021-08-14,11,quantile,0.990,1194.1101999999998
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.010,171.77819599999998
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.010,39092.369999999995
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.025,186.048472
2021-07-18,4 wk ahead inc case,2021-08-14,12,quantile,0.025,24261.115500000004
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.025,39172.74999999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.050,217.279125
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.050,39316.74399999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.100,254.16990599999997
2021-07-18,4 wk ahead inc case,2021-08-14,12,quantile,0.100,36769.1831
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.100,39390.38999999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.150,316.10681999999997
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.150,39492.198999999986
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.200,341.38327300000003
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.200,39548.399999999994
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.250,374.56262000000004
2021-07-18,4 wk ahead inc case,2021-08-14,12,quantile,0.250,51528.056
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.250,39603.76299999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.300,408.08716799999996
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.300,39655.98399999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.350,448.792453
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.350,39758.63399999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.400,477.7820740000001
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.400,39881.761999999995
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.450,514.950736
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.450,39998.971999999994
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.500,552.499495
2021-07-18,4 wk ahead inc case,2021-08-14,12,quantile,0.500,76509.679
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.500,40087.07399999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.550,600.396124
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.550,40168.61399999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.600,655.01986
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.600,40227.17999999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.650,714.48672
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.650,40375.99599999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.700,752.143874
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.700,40442.005999999994
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.750,804.7976940000001
2021-07-18,4 wk ahead inc case,2021-08-14,12,quantile,0.750,132292.68
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.750,40545.206999999995
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.800,865.523515
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.800,40681.41999999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.850,941.45039
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.850,41016.79299999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.900,1050.46648
2021-07-18,4 wk ahead inc case,2021-08-14,12,quantile,0.900,170350.843
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.900,41388.272999999994
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.950,1413.1458699999998
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.950,41673.185999999994
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.975,1653.46926
2021-07-18,4 wk ahead inc case,2021-08-14,12,quantile,0.975,293475.3570000001
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.975,41851.12899999999
2021-07-18,4 wk ahead inc death,2021-08-14,12,quantile,0.990,1703.6704399999999
2021-07-18,4 wk ahead cum death,2021-08-14,12,quantile,0.990,42434.21
2021-07-18,4 wk ahead inc death,2021-08-14,13,quantile,0.010,52.1570149
2021-07-18,4 wk ahead cum death,2021-08-14,13,quantile,0.010,21778.289000000004
2021-07-18,4 wk ahead inc death,2021-08-14,13,quantile,0.025,56.5795605
